pair_id,source,grouping,report,summary,priority,worst_severity,hazard_types,total_headcount,resources_required,locations,state,district,zone,entry_count,window_minutes,first_timestamp,last_timestamp,incident_ids,report_words,summary_words,compression_pct,split
SLM-000875,stage03_dispatcher,severity_banded,"INCIDENT LOG | West Bengal / Murshidabad / ZONE-5 | 6 entries || [20-06-2025 05:29] ERSS-051501 | Medical emergency reported (Situation update) near the government hospital in Murshidabad, West Bengal. 9 people affected, minor injuries reported. Dispatch requested for ambulance. || [26-06-2025 23:07] ERSS-040136 | Rescue operation required (Emergency report received) near the main bridge in Murshidabad, West Bengal. 4 people affected, some injuries reported. Dispatch requested for rescue rope and ladder. || [26-06-2025 23:43] ERSS-032405 | Waterlogging reported (Situation update) close to the river bank in Murshidabad, West Bengal. 3 individuals affected, medical assistance requested. Response team requested:  drainage team. || [02-07-2025 07:07] ERSS-044211 | Medical emergency reported (Incident reported) in the riverside settlement in Murshidabad, West Bengal. 10 people affected, multiple injuries reported. Dispatch requested for emergency medical team and paramedic team. || [02-07-2025 07:38] ERSS-039658 | Waterlogging reported (Incident reported) in the hilly terrain in Murshidabad, West Bengal. 12 residents affected, no injuries reported. Please dispatch water pump and road clearance team. || [02-07-2025 07:55] ERSS-010816 | Waterlogging reported (Emergency report received) near the industrial area in Murshidabad, West Bengal. 6 persons affected, minor injuries reported. Response team requested:  sandbags.","ELEVATED: ZONE-5 Murshidabad, West Bengal -- medical emergencies and rescue emergencies plus 1 more. 6 reports, 44 affected. Send ambulance and rescue rope and ladder plus 1 more to government hospital; submit SITREP on arrival. STANDBY; update CAS count on change.",ELEVATED,MEDIUM,Medical Emergency; Rescue Emergency; Flood,44,ambulance; rescue rope and ladder; drainage team,government hospital; main bridge; river bank; riverside settlement; hilly terrain; industrial area,West Bengal,Murshidabad,ZONE-5,6,17426.0,20-06-2025 05:29,02-07-2025 07:55,ERSS-051501; ERSS-040136; ERSS-032405; ERSS-044211; ERSS-039658; ERSS-010816,187,41,78.1,train
SLM-000876,stage03_dispatcher,severity_banded,"INCIDENT LOG | Tamil Nadu / Coimbatore / ZONE-5 | 5 entries || [07-01-2025 20:56] ERSS-004083 | Medical emergency reported (Situation update) in the old town area in Coimbatore, Tamil Nadu. 5 persons affected, situation being monitored. Dispatch requested for ambulance and paramedic team. || [13-01-2025 07:35] ERSS-040894 | Medical emergency reported (Incident reported) at the railway crossing in Coimbatore, Tamil Nadu. 4 persons affected, residents moved to safer ground. Dispatch requested for ambulance and paramedic team. || [13-01-2025 07:49] ERSS-026041 | Waterlogging reported (Emergency report received) near the government hospital in Coimbatore, Tamil Nadu. 1 persons affected, no further details available. Please dispatch road clearance team and sandbags. || [17-01-2025 17:41] ERSS-029874 | Rescue operation required (Emergency report received) at the railway crossing in Coimbatore, Tamil Nadu. 3 people affected, minor injuries reported. Dispatch requested for NDRF rescue team and ambulance. || [19-01-2025 20:34] ERSS-011392 | Flooding reported (Situation update) near the bus stand in Coimbatore, Tamil Nadu. 1 individuals affected, no injuries reported. Response team requested:  water pump.","ROUTINE: medical emergencies and flooding plus 1 more, ZONE-5 Coimbatore, Tamil Nadu. 5 reports, 14 affected. ambulance and paramedic team plus 1 more to old town area; STAGING at nearest safe point. monitor only; IC on STANDBY.",ROUTINE,LOW,Medical Emergency; Flood; Rescue Emergency,14,ambulance; paramedic team; road clearance team,old town area; railway crossing; government hospital; bus stand,Tamil Nadu,Coimbatore,ZONE-5,5,17258.0,07-01-2025 20:56,19-01-2025 20:34,ERSS-004083; ERSS-040894; ERSS-026041; ERSS-029874; ERSS-011392,165,37,77.6,train
SLM-000877,stage03_dispatcher,severity_banded,"INCIDENT LOG | Assam / Jorhat / ZONE-2 | 8 entries || [21-08-2025 15:30] ERSS-030476 | Rescue operation required (Incident reported) near the local market in Jorhat, Assam. 35 people affected, some injuries reported. Response team requested:  fire and rescue unit. || [21-08-2025 15:32] ERSS-011991 | Waterlogging reported (Emergency report received) on the national highway in Jorhat, Assam. 32 residents affected, evacuation assistance requested. Response team requested:  water pump and road clearance team. || [21-08-2025 15:45] ERSS-039288 | Flooding reported (Situation update) in the riverside settlement in Jorhat, Assam. 37 people affected, no further details available. Dispatch requested for rescue boat and life jackets. || [25-08-2025 18:52] ERSS-050691 | Medical emergency reported (Emergency report received) near the industrial area in Jorhat, Assam. 39 residents affected, no further details available. Response team requested:  paramedic team and medical first-aid kit. || [26-08-2025 09:57] ERSS-049831 | Rescue operation required (Situation update) near the bus stand in Jorhat, Assam. 20 individuals affected, multiple injuries reported. Response team requested:  ambulance and rescue rope and ladder. || [27-08-2025 02:33] ERSS-011723 | Rescue operation required (Incident reported) in the hilly terrain in Jorhat, Assam. 23 residents affected, some injuries reported. Dispatch requested for fire and rescue unit and NDRF rescue team. || [27-08-2025 02:34] ERSS-026259 | Flooding reported (Incident reported) in the old town area in Jorhat, Assam. 24 persons affected, no injuries reported. Dispatch requested for NDRF flood rescue team. || [02-09-2025 09:38] ERSS-029574 | Rescue operation required (Situation update) near the government hospital in Jorhat, Assam. 19 residents affected, casualties reported. Please dispatch fire and rescue unit.","URGENT - ZONE-2 Jorhat (Assam): rescue emergencies and flooding plus 1 more, 229 affected across 8 reports. Send fire and rescue unit and water pump plus 1 more to local market; submit SITREP on arrival. deploy and confirm ETA; submit SITREP every 15 min.",URGENT,HIGH,Rescue Emergency; Flood; Medical Emergency,229,fire and rescue unit; water pump; road clearance team,local market; national highway; riverside settlement; industrial area; bus stand; hilly terrain; old town area; government hospital,Assam,Jorhat,ZONE-2,8,16928.0,21-08-2025 15:30,02-09-2025 09:38,ERSS-030476; ERSS-011991; ERSS-039288; ERSS-050691; ERSS-049831; ERSS-011723; ERSS-026259; ERSS-029574,254,44,82.7,train
SLM-000878,stage03_dispatcher,natural,"INCIDENT LOG | Karnataka / Kodagu / ZONE-4 | 6 entries || [05-02-2025 03:14] ERSS-018926 | Rescue operation required (Situation update) near the local market in Kodagu, Karnataka. 41 persons affected, multiple injuries reported. Response team requested:  ambulance and NDRF rescue team. || [05-02-2025 03:29] ERSS-033729 | Road blockage reported (Situation update) near the bus stand in Kodagu, Karnataka. 25 residents affected, some injuries reported. Please dispatch earthmover (JCB) and road clearance crew. || [05-02-2025 03:58] ERSS-036665 | Medical emergency reported (Emergency report received) in the low-lying area in Kodagu, Karnataka. 18 persons affected, residents moved to safer ground. Response team requested:  emergency medical team and medical first-aid kit. || [05-02-2025 04:20] ERSS-013900 | Rescue operation required (Emergency report received) in the riverside settlement in Kodagu, Karnataka. 22 people affected, minor injuries reported. Response team requested:  fire and rescue unit. || [05-02-2025 04:36] ERSS-059749 | Road blockage reported (Incident reported) near the industrial area in Kodagu, Karnataka. 5 individuals affected, situation being monitored. Please dispatch traffic police team. || [05-02-2025 04:48] ERSS-038471 | Waterlogging reported (Incident reported) near the village school in Kodagu, Karnataka. 13 people affected, situation being monitored. Response team requested:  road clearance team.","IMMEDIATE. rescue emergencies and road blockages plus 2 more in ZONE-4 Kodagu, Karnataka; 124 affected, 6 reports. Send ambulance and NDRF rescue team plus 1 more to local market; submit SITREP on arrival. immediate TRIAGE; log all CAS; IC orders full EVAC.",IMMEDIATE,CRITICAL,Rescue Emergency; Road Blockage; Medical Emergency; Flood,124,ambulance; NDRF rescue team; earthmover (JCB),local market; bus stand; low-lying area; riverside settlement; industrial area; village school,Karnataka,Kodagu,ZONE-4,6,94.0,05-02-2025 03:14,05-02-2025 04:48,ERSS-018926; ERSS-033729; ERSS-036665; ERSS-013900; ERSS-059749; ERSS-038471,190,42,77.9,train
SLM-000879,stage03_dispatcher,natural,"INCIDENT LOG | Kerala / Kochi / ZONE-1 | 5 entries || [10-11-2025 18:04] ERSS-021732 | Waterlogging reported (Situation update) near the bus stand in Kochi, Kerala. 111 residents affected, casualties reported. Dispatch requested for drainage team and road clearance team. || [10-11-2025 18:19] ERSS-027458 | Flooding reported (Situation update) in a residential colony in Kochi, Kerala. 26 individuals affected, no injuries reported. Dispatch requested for water pump and life jackets. || [10-11-2025 18:49] ERSS-055963 | Road blockage reported (Incident reported) near the industrial area in Kochi, Kerala. 23 people affected, some injuries reported. Dispatch requested for earthmover (JCB) and tow truck. || [10-11-2025 18:50] ERSS-031790 | Flooding reported (Emergency report received) in the old town area in Kochi, Kerala. 81 people affected, multiple injuries reported. Response team requested:  NDRF flood rescue team. || [10-11-2025 18:54] ERSS-058067 | Medical emergency reported (Incident reported) in the hilly terrain in Kochi, Kerala. 93 persons affected, medical assistance requested. Please dispatch paramedic team and ambulance.","IMMEDIATE. flooding and road blockages plus 1 more in ZONE-1 Kochi, Kerala; 334 affected, 5 reports. Send drainage team and road clearance team plus 1 more to bus stand; submit SITREP on arrival. immediate TRIAGE; log all CAS; IC orders full EVAC.",IMMEDIATE,CRITICAL,Flood; Road Blockage; Medical Emergency,334,drainage team; road clearance team; water pump,bus stand; residential colony; industrial area; old town area; hilly terrain,Kerala,Kochi,ZONE-1,5,50.0,10-11-2025 18:04,10-11-2025 18:54,ERSS-021732; ERSS-027458; ERSS-055963; ERSS-031790; ERSS-058067,157,42,73.2,train
SLM-000880,stage03_dispatcher,severity_banded,"INCIDENT LOG | Tamil Nadu / Thanjavur / ZONE-3 | 7 entries || [22-06-2025 03:15] ERSS-003702 | Medical emergency reported (Emergency report received) near the government hospital in Thanjavur, Tamil Nadu. 33 people affected, medical assistance requested. Please dispatch ambulance. || [02-07-2025 02:15] ERSS-036163 | Waterlogging reported (Emergency report received) in the hilly terrain in Thanjavur, Tamil Nadu. 9 people affected, situation being monitored. Response team requested:  drainage team. || [04-07-2025 03:20] ERSS-007791 | Flooding reported (Incident reported) close to the river bank in Thanjavur, Tamil Nadu. 10 people affected, no injuries reported. Response team requested:  NDRF flood rescue team. || [04-07-2025 03:22] ERSS-045213 | Rescue operation required (Situation update) near the main bridge in Thanjavur, Tamil Nadu. 14 people affected, medical assistance requested. Response team requested:  fire and rescue unit. || [04-07-2025 03:31] ERSS-007675 | Waterlogging reported (Incident reported) near the industrial area in Thanjavur, Tamil Nadu. 12 individuals affected, minor injuries reported. Response team requested:  road clearance team and drainage team. || [06-07-2025 07:03] ERSS-056003 | Flooding reported (Incident reported) in the low-lying area in Thanjavur, Tamil Nadu. 8 individuals affected, no injuries reported. Dispatch requested for life jackets. || [06-07-2025 07:47] ERSS-044430 | Flooding reported (Incident reported) near the industrial area in Thanjavur, Tamil Nadu. 21 residents affected, some injuries reported. Please dispatch rescue boat.","URGENT: medical emergencies and flooding plus 1 more, ZONE-3 Thanjavur, Tamil Nadu. 7 reports, 107 affected. Deploy drainage team and ambulance plus 1 more to government hospital; IC to confirm ACCESS. commit teams; TRIAGE + CAS tracking; IC to verify ACCESS route.",URGENT,HIGH,Medical Emergency; Flood; Rescue Emergency,107,drainage team; ambulance; NDRF flood rescue team,government hospital; hilly terrain; river bank; main bridge; industrial area; low-lying area,Tamil Nadu,Thanjavur,ZONE-3,7,20432.0,22-06-2025 03:15,06-07-2025 07:47,ERSS-003702; ERSS-036163; ERSS-007791; ERSS-045213; ERSS-007675; ERSS-056003; ERSS-044430,211,42,80.1,train
SLM-000881,stage03_dispatcher,severity_banded,"INCIDENT LOG | Odisha / Puri / ZONE-1 | 6 entries || [01-01-2025 00:10] ERSS-032475 | Flooding reported (Situation update) near the local market in Puri, Odisha. 4 people affected, some injuries reported. Dispatch requested for NDRF flood rescue team. || [02-01-2025 13:00] ERSS-032466 | Waterlogging reported (Situation update) in the old town area in Puri, Odisha. 4 residents affected, no injuries reported. Response team requested:  drainage team. || [02-01-2025 13:01] ERSS-049680 | Flooding reported (Situation update) in the old town area in Puri, Odisha. 6 persons affected, no injuries reported. Dispatch requested for relief supplies. || [02-01-2025 13:33] ERSS-027800 | Road blockage reported (Emergency report received) in the riverside settlement in Puri, Odisha. 6 persons affected, no further details available. Dispatch requested for traffic police team and earthmover (JCB). || [12-01-2025 09:32] ERSS-010130 | Waterlogging reported (Situation update) in the old town area in Puri, Odisha. 2 residents affected, multiple injuries reported. Dispatch requested for road clearance team. || [12-01-2025 15:04] ERSS-032666 | Rescue operation required (Emergency report received) in the hilly terrain in Puri, Odisha. 4 people affected, minor injuries reported. Dispatch requested for fire and rescue unit and rescue rope and ladder.","ROUTINE. flooding and road blockages plus 1 more in ZONE-1 Puri, Odisha; 26 affected, 6 reports. NDRF flood rescue team and drainage team plus 1 more to local market; STAGING at nearest safe point. monitor only; IC on STANDBY.",ROUTINE,LOW,Flood; Road Blockage; Rescue Emergency,26,NDRF flood rescue team; drainage team; relief supplies,local market; old town area; riverside settlement; hilly terrain,Odisha,Puri,ZONE-1,6,16734.0,01-01-2025 00:10,12-01-2025 15:04,ERSS-032475; ERSS-032466; ERSS-049680; ERSS-027800; ERSS-010130; ERSS-032666,189,39,79.4,validation
SLM-000882,stage03_dispatcher,natural,"INCIDENT LOG | Karnataka / Bengaluru / ZONE-1 | 7 entries || [03-02-2026 21:06] ERSS-024082 | Waterlogging reported (Emergency report received) near the industrial area in Bengaluru, Karnataka. 18 people affected, situation being monitored. Dispatch requested for road clearance team. || [03-02-2026 21:16] ERSS-014781 | Waterlogging reported (Situation update) near the local market in Bengaluru, Karnataka. 6 individuals affected, medical assistance requested. Dispatch requested for water pump. || [03-02-2026 21:19] ERSS-043988 | Flooding reported (Incident reported) near the industrial area in Bengaluru, Karnataka. 4 residents affected, multiple injuries reported. Please dispatch rescue boat. || [03-02-2026 21:28] ERSS-043345 | Flooding reported (Incident reported) in the hilly terrain in Bengaluru, Karnataka. 11 persons affected, situation being monitored. Please dispatch life jackets and rescue boat. || [03-02-2026 21:32] ERSS-007928 | Flooding reported (Situation update) in a residential colony in Bengaluru, Karnataka. 3 people affected, no injuries reported. Dispatch requested for NDRF flood rescue team. || [03-02-2026 21:38] ERSS-018400 | Rescue operation required (Situation update) near the local market in Bengaluru, Karnataka. 17 people affected, medical assistance requested. Please dispatch NDRF rescue team. || [03-02-2026 21:55] ERSS-028523 | Road blockage reported (Emergency report received) in the low-lying area in Bengaluru, Karnataka. 53 people affected, situation being monitored. Response team requested:  road clearance crew and tow truck.","IMMEDIATE - ZONE-1 Bengaluru (Karnataka): flooding and rescue emergencies plus 1 more, 112 affected across 7 reports. Send rescue boat and road clearance team plus 1 more to industrial area; submit SITREP on arrival. immediate TRIAGE; log all CAS; IC orders full EVAC.",IMMEDIATE,CRITICAL,Flood; Rescue Emergency; Road Blockage,112,rescue boat; road clearance team; water pump,industrial area; local market; hilly terrain; residential colony; low-lying area,Karnataka,Bengaluru,ZONE-1,7,49.0,03-02-2026 21:06,03-02-2026 21:55,ERSS-024082; ERSS-014781; ERSS-043988; ERSS-043345; ERSS-007928; ERSS-018400; ERSS-028523,205,43,79.0,test
SLM-000883,stage03_dispatcher,natural,"INCIDENT LOG | Kerala / Kottayam / ZONE-3 | 10 entries || [15-02-2025 10:08] ERSS-050302 | Road blockage reported (Incident reported) in the riverside settlement in Kottayam, Kerala. 15 residents affected, minor injuries reported. Please dispatch tow truck. || [15-02-2025 10:18] ERSS-024800 | Road blockage reported (Situation update) in the old town area in Kottayam, Kerala. 2 individuals affected, medical assistance requested. Please dispatch earthmover (JCB). || [15-02-2025 10:22] ERSS-044134 | Rescue operation required (Emergency report received) at the highway junction in Kottayam, Kerala. 13 residents affected, casualties reported. Response team requested:  NDRF rescue team. || [15-02-2025 10:44] ERSS-047263 | Medical emergency reported (Situation update) near the main bridge in Kottayam, Kerala. 3 persons affected, no injuries reported. Dispatch requested for medical first-aid kit and ambulance. || [15-02-2025 10:45] ERSS-004290 | Road blockage reported (Emergency report received) near the government hospital in Kottayam, Kerala. 6 people affected, no injuries reported. Dispatch requested for traffic police team. || [15-02-2025 10:55] ERSS-015350 | Road blockage reported (Situation update) at the highway junction in Kottayam, Kerala. 11 individuals affected, minor injuries reported. Please dispatch tow truck. || [15-02-2025 13:06] ERSS-037837 | Flooding reported (Emergency report received) near the industrial area in Kottayam, Kerala. 13 persons affected, minor injuries reported. Please dispatch NDRF flood rescue team. || [15-02-2025 13:08] ERSS-025345 | Rescue operation required (Situation update) in the low-lying area in Kottayam, Kerala. 22 residents affected, situation being monitored. Dispatch requested for rescue rope and ladder and ambulance. || [15-02-2025 13:26] ERSS-042865 | Rescue operation required (Emergency report received) near the bus stand in Kottayam, Kerala. 96 individuals affected, medical assistance requested. Dispatch requested for rescue rope and ladder. || [15-02-2025 13:57] ERSS-000745 | Flooding reported (Situation update) near the local market in Kottayam, Kerala. 31 persons affected, multiple injuries reported. Response team requested:  relief supplies.","IMMEDIATE. road blockages and rescue emergencies plus 2 more in ZONE-3 Kottayam, Kerala; 212 affected, 10 reports. Deploy tow truck and ambulance plus 1 more to riverside settlement; IC to confirm ACCESS. EVAC under way; NDRF requested; SITREP every 5 min.",IMMEDIATE,CRITICAL,Road Blockage; Rescue Emergency; Medical Emergency; Flood,212,tow truck; ambulance; rescue rope and ladder,riverside settlement; old town area; highway junction; main bridge; government hospital; industrial area; low-lying area; bus stand; local market,Kerala,Kottayam,ZONE-3,10,229.0,15-02-2025 10:08,15-02-2025 13:57,ERSS-050302; ERSS-024800; ERSS-044134; ERSS-047263; ERSS-004290; ERSS-015350; ERSS-037837; ERSS-025345; ERSS-042865; ERSS-000745,292,41,86.0,train
SLM-000884,stage03_dispatcher,natural,"INCIDENT LOG | Bihar / Darbhanga / ZONE-5 | 5 entries || [01-01-2025 02:09] ERSS-038965 | Flooding reported (Emergency report received) in the hilly terrain in Darbhanga, Bihar. 65 people affected, residents moved to safer ground. Please dispatch NDRF flood rescue team. || [01-01-2025 02:21] ERSS-051452 | Flooding reported (Emergency report received) in a residential colony in Darbhanga, Bihar. 33 residents affected, minor injuries reported. Please dispatch rescue boat. || [01-01-2025 02:23] ERSS-027079 | Flooding reported (Situation update) in the riverside settlement in Darbhanga, Bihar. 65 individuals affected, multiple injuries reported. Dispatch requested for relief supplies. || [01-01-2025 02:31] ERSS-058978 | Medical emergency reported (Situation update) in the riverside settlement in Darbhanga, Bihar. 5 persons affected, situation being monitored. Dispatch requested for emergency medical team. || [01-01-2025 02:47] ERSS-013877 | Flooding reported (Emergency report received) near the bus stand in Darbhanga, Bihar. 30 people affected, multiple injuries reported. Response team requested:  relief supplies and rescue boat.","IMMEDIATE: ZONE-5 Darbhanga, Bihar -- flooding and medical emergencies. 5 reports, 198 affected. Deploy rescue boat and relief supplies plus 1 more to hilly terrain; IC to confirm ACCESS. EVAC under way; NDRF requested; SITREP every 5 min.",IMMEDIATE,CRITICAL,Flood; Medical Emergency,198,rescue boat; relief supplies; NDRF flood rescue team,hilly terrain; residential colony; riverside settlement; bus stand,Bihar,Darbhanga,ZONE-5,5,38.0,01-01-2025 02:09,01-01-2025 02:47,ERSS-038965; ERSS-051452; ERSS-027079; ERSS-058978; ERSS-013877,151,38,74.8,train
SLM-000885,stage03_dispatcher,severity_banded,"INCIDENT LOG | Uttar Pradesh / Gorakhpur / ZONE-3 | 5 entries || [27-01-2025 23:21] ERSS-013365 | Flooding reported (Incident reported) close to the river bank in Gorakhpur, Uttar Pradesh. 12 individuals affected, medical assistance requested. Dispatch requested for NDRF flood rescue team and life jackets. || [27-01-2025 23:22] ERSS-039791 | Road blockage reported (Situation update) at the railway crossing in Gorakhpur, Uttar Pradesh. 11 individuals affected, minor injuries reported. Dispatch requested for tow truck. || [27-01-2025 23:29] ERSS-039233 | Rescue operation required (Emergency report received) in the riverside settlement in Gorakhpur, Uttar Pradesh. 12 persons affected, residents moved to safer ground. Response team requested:  ambulance. || [03-02-2025 02:49] ERSS-016033 | Waterlogging reported (Incident reported) in the old town area in Gorakhpur, Uttar Pradesh. 5 persons affected, minor injuries reported. Response team requested:  sandbags. || [11-02-2025 15:22] ERSS-010163 | Medical emergency reported (Situation update) at the highway junction in Gorakhpur, Uttar Pradesh. 7 individuals affected, some injuries reported. Dispatch requested for emergency medical team.","ELEVATED: flooding and road blockages plus 2 more, ZONE-3 Gorakhpur, Uttar Pradesh. 5 reports, 47 affected. Send NDRF flood rescue team and life jackets plus 1 more to river bank; submit SITREP on arrival. STANDBY; update CAS count on change.",ELEVATED,MEDIUM,Flood; Road Blockage; Rescue Emergency; Medical Emergency,47,NDRF flood rescue team; life jackets; tow truck,river bank; railway crossing; riverside settlement; old town area; highway junction,Uttar Pradesh,Gorakhpur,ZONE-3,5,21121.0,27-01-2025 23:21,11-02-2025 15:22,ERSS-013365; ERSS-039791; ERSS-039233; ERSS-016033; ERSS-010163,159,40,74.8,train
SLM-000886,stage03_dispatcher,natural,"INCIDENT LOG | Bihar / Bhagalpur / ZONE-5 | 5 entries || [18-02-2026 11:01] ERSS-020916 | Road blockage reported (Situation update) in the riverside settlement in Bhagalpur, Bihar. 7 persons affected, minor injuries reported. Please dispatch tow truck. || [18-02-2026 11:06] ERSS-033437 | Flooding reported (Emergency report received) close to the river bank in Bhagalpur, Bihar. 10 people affected, residents moved to safer ground. Please dispatch relief supplies and NDRF flood rescue team. || [18-02-2026 11:11] ERSS-004095 | Waterlogging reported (Situation update) in a residential colony in Bhagalpur, Bihar. 14 residents affected, evacuation assistance requested. Please dispatch water pump and sandbags. || [18-02-2026 11:53] ERSS-049306 | Road blockage reported (Incident reported) near the industrial area in Bhagalpur, Bihar. 5 individuals affected, situation being monitored. Response team requested:  road clearance crew and traffic police team. || [18-02-2026 11:56] ERSS-025908 | Rescue operation required (Incident reported) at the highway junction in Bhagalpur, Bihar. 20 individuals affected, situation being monitored. Please dispatch ambulance.","URGENT: ZONE-5 Bhagalpur, Bihar -- road blockages and flooding plus 1 more. 5 reports, 56 affected. Dispatch tow truck and relief supplies plus 1 more via ACCESS route to riverside settlement. commit teams; TRIAGE + CAS tracking; IC to verify ACCESS route.",URGENT,HIGH,Road Blockage; Flood; Rescue Emergency,56,tow truck; relief supplies; NDRF flood rescue team,riverside settlement; river bank; residential colony; industrial area; highway junction,Bihar,Bhagalpur,ZONE-5,5,55.0,18-02-2026 11:01,18-02-2026 11:56,ERSS-020916; ERSS-033437; ERSS-004095; ERSS-049306; ERSS-025908,155,42,72.9,test
SLM-000887,stage03_dispatcher,severity_banded,"INCIDENT LOG | Tamil Nadu / Chennai / ZONE-2 | 5 entries || [05-04-2025 17:14] ERSS-003902 | Rescue operation required (Emergency report received) near the local market in Chennai, Tamil Nadu. 13 residents affected, some injuries reported. Dispatch requested for rescue rope and ladder and ambulance. || [08-04-2025 17:17] ERSS-023729 | Flooding reported (Incident reported) near the village school in Chennai, Tamil Nadu. 8 residents affected, some injuries reported. Dispatch requested for water pump. || [12-04-2025 13:07] ERSS-027441 | Flooding reported (Situation update) in the low-lying area in Chennai, Tamil Nadu. 8 residents affected, no injuries reported. Dispatch requested for rescue boat. || [12-04-2025 13:38] ERSS-040277 | Flooding reported (Incident reported) near the local market in Chennai, Tamil Nadu. 6 individuals affected, situation being monitored. Please dispatch rescue boat and water pump. || [18-04-2025 04:42] ERSS-010653 | Flooding reported (Emergency report received) near the industrial area in Chennai, Tamil Nadu. 9 persons affected, some injuries reported. Dispatch requested for relief supplies and NDRF flood rescue team.","ELEVATED: ZONE-2 Chennai, Tamil Nadu -- rescue emergencies and flooding. 5 reports, 44 affected. water pump and rescue boat plus 1 more to local market; STAGING at nearest safe point. pre-position at STAGING area; SITREP every 30 min.",ELEVATED,MEDIUM,Rescue Emergency; Flood,44,water pump; rescue boat; rescue rope and ladder,local market; village school; low-lying area; industrial area,Tamil Nadu,Chennai,ZONE-2,5,17968.0,05-04-2025 17:14,18-04-2025 04:42,ERSS-003902; ERSS-023729; ERSS-027441; ERSS-040277; ERSS-010653,161,38,76.4,train
SLM-000888,stage03_dispatcher,severity_banded,"INCIDENT LOG | Maharashtra / Kolhapur / ZONE-3 | 6 entries || [18-01-2026 13:12] ERSS-043036 | Flooding reported (Incident reported) near the main bridge in Kolhapur, Maharashtra. 2 people affected, no injuries reported. Response team requested:  relief supplies and NDRF flood rescue team. || [18-01-2026 13:15] ERSS-008197 | Flooding reported (Situation update) near the main bridge in Kolhapur, Maharashtra. 7 individuals affected, minor injuries reported. Dispatch requested for water pump. || [18-01-2026 13:16] ERSS-008667 | Road blockage reported (Situation update) near the local market in Kolhapur, Maharashtra. 10 individuals affected, situation being monitored. Please dispatch tow truck. || [18-01-2026 13:58] ERSS-003602 | Rescue operation required (Emergency report received) near the government hospital in Kolhapur, Maharashtra. 13 people affected, minor injuries reported. Please dispatch rescue rope and ladder and NDRF rescue team. || [24-01-2026 22:48] ERSS-027088 | Flooding reported (Situation update) at the railway crossing in Kolhapur, Maharashtra. 2 people affected, medical assistance requested. Please dispatch rescue boat. || [31-01-2026 01:19] ERSS-016243 | Rescue operation required (Emergency report received) in the low-lying area in Kolhapur, Maharashtra. 10 individuals affected, some injuries reported. Dispatch requested for ambulance.","ELEVATED. flooding and road blockages plus 1 more in ZONE-3 Kolhapur, Maharashtra; 44 affected, 6 reports. relief supplies and NDRF flood rescue team plus 1 more to main bridge; STAGING at nearest safe point. STANDBY; update CAS count on change.",ELEVATED,MEDIUM,Flood; Road Blockage; Rescue Emergency,44,relief supplies; NDRF flood rescue team; water pump,main bridge; local market; government hospital; railway crossing; low-lying area,Maharashtra,Kolhapur,ZONE-3,6,18007.0,18-01-2026 13:12,31-01-2026 01:19,ERSS-043036; ERSS-008197; ERSS-008667; ERSS-003602; ERSS-027088; ERSS-016243,179,40,77.7,validation
SLM-000889,stage03_dispatcher,natural,"INCIDENT LOG | Tamil Nadu / Coimbatore / ZONE-1 | 5 entries || [08-01-2026 16:51] ERSS-046612 | Waterlogging reported (Incident reported) in the old town area in Coimbatore, Tamil Nadu. 9 persons affected, medical assistance requested. Response team requested:  drainage team and sandbags. || [08-01-2026 16:56] ERSS-025899 | Rescue operation required (Situation update) at the highway junction in Coimbatore, Tamil Nadu. 36 persons affected, casualties reported. Dispatch requested for ambulance. || [08-01-2026 16:56] ERSS-022635 | Road blockage reported (Incident reported) in the low-lying area in Coimbatore, Tamil Nadu. 3 people affected, situation being monitored. Please dispatch earthmover (JCB) and traffic police team. || [08-01-2026 18:19] ERSS-044309 | Waterlogging reported (Situation update) near the bus stand in Coimbatore, Tamil Nadu. 20 residents affected, residents moved to safer ground. Dispatch requested for water pump. || [08-01-2026 18:57] ERSS-021211 | Flooding reported (Situation update) near the village school in Coimbatore, Tamil Nadu. 20 people affected, some injuries reported. Please dispatch relief supplies.","URGENT - ZONE-1 Coimbatore (Tamil Nadu): flooding and rescue emergencies plus 1 more, 88 affected across 5 reports. drainage team and sandbags plus 1 more to old town area; STAGING at nearest safe point. deploy and confirm ETA; submit SITREP every 15 min.",URGENT,HIGH,Flood; Rescue Emergency; Road Blockage,88,drainage team; sandbags; ambulance,old town area; highway junction; low-lying area; bus stand; village school,Tamil Nadu,Coimbatore,ZONE-1,5,126.0,08-01-2026 16:51,08-01-2026 18:57,ERSS-046612; ERSS-025899; ERSS-022635; ERSS-044309; ERSS-021211,154,43,72.1,train
