pair_id,zone_present,district_present,state_present,location_present,hazard_present,headcount_present,headcount_correct,content_slots_preserved,mismatches
SLM-001313,True,True,True,False,True,True,True,False,None
SLM-001314,True,True,True,False,True,True,True,False,None
SLM-001317,True,True,True,False,True,True,True,False,None
SLM-001332,True,True,True,False,True,True,True,False,None
SLM-001334,True,True,True,False,True,True,True,False,None
SLM-001341,True,True,True,False,True,True,True,False,None
SLM-001351,True,True,True,False,True,True,True,False,None
SLM-001353,True,True,True,True,True,True,True,True,None
SLM-001371,True,True,True,False,True,True,True,False,None
SLM-001383,True,True,True,True,True,True,True,True,None
SLM-001397,True,True,True,False,True,True,True,False,None
SLM-001406,True,True,True,True,True,True,True,True,None
SLM-001410,True,True,True,False,True,True,True,False,None
SLM-001414,True,True,True,False,True,True,True,False,None
SLM-001430,True,True,True,False,True,True,True,False,None
SLM-001438,True,True,True,True,True,True,True,True,None
SLM-001445,True,True,True,False,True,True,True,False,None
SLM-001452,True,True,True,False,True,True,True,False,None
SLM-001458,True,True,True,False,True,True,True,False,None
SLM-001462,True,True,True,True,True,True,True,True,None
SLM-001469,True,True,True,False,True,True,True,False,None
SLM-001474,True,True,True,False,True,True,True,False,None
SLM-001485,True,True,True,False,True,True,True,False,None
SLM-001487,True,True,True,False,True,True,True,False,None
SLM-001500,True,True,True,True,True,True,True,True,None
SLM-001509,True,True,True,False,True,True,True,False,None
SLM-001510,True,True,True,False,True,True,True,False,None
SLM-001514,True,True,True,False,True,True,True,False,None
SLM-001523,True,True,True,False,True,True,True,False,None
SLM-001526,True,True,True,True,True,True,True,True,None
SLM-001529,True,True,True,False,True,True,True,False,None
SLM-001551,True,True,True,True,True,True,True,True,None
SLM-001556,True,True,True,True,True,True,True,True,None
SLM-001559,True,True,True,False,True,True,True,False,None
SLM-001560,True,True,True,False,True,True,True,False,None
SLM-001562,True,True,True,False,True,True,True,False,None
SLM-001564,True,True,True,False,True,True,True,False,None
SLM-001566,True,True,True,False,True,True,True,False,None
SLM-001601,True,True,True,False,True,True,True,False,None
SLM-001614,True,True,True,False,True,True,True,False,None
SLM-001622,True,True,True,False,True,True,True,False,None
SLM-001631,True,True,True,False,True,True,True,False,None
SLM-001636,True,True,True,True,True,True,True,True,None
SLM-001637,True,True,True,False,True,True,True,False,None
SLM-001642,True,True,True,False,True,True,True,False,None
SLM-001643,True,True,True,True,True,True,True,True,None
SLM-001644,True,True,True,False,True,True,True,False,None
SLM-001649,True,True,True,False,True,True,True,False,None
SLM-001653,True,True,True,False,True,True,True,False,None
SLM-001662,True,True,True,False,True,True,True,False,None
SLM-001666,True,True,True,False,True,True,True,False,None
SLM-001678,True,True,True,False,True,True,True,False,None
SLM-001681,True,True,True,False,True,True,True,False,None
SLM-001685,True,True,True,False,True,True,True,False,None
SLM-001692,True,True,True,False,True,True,True,False,None
SLM-001694,True,True,True,True,True,True,True,True,None
SLM-001698,True,True,True,True,True,True,True,True,None
SLM-001701,True,True,True,True,True,True,True,True,None
SLM-001709,True,True,True,False,True,True,True,False,None
SLM-001714,True,True,True,False,True,True,True,False,None
SLM-001723,True,True,True,True,True,True,True,True,None
SLM-001726,True,True,True,False,True,True,True,False,None
SLM-001730,True,True,True,False,True,True,True,False,None
SLM-001731,True,True,True,False,True,True,True,False,None
SLM-001734,True,True,True,False,True,True,True,False,None
SLM-001739,True,True,True,False,True,True,True,False,None
SLM-001741,True,True,True,False,True,True,True,False,None
SLM-001758,True,True,True,False,True,True,True,False,None
SLM-001760,True,True,True,False,True,True,True,False,None
SLM-001766,True,True,True,True,True,True,True,True,None
SLM-001778,True,True,True,True,True,True,True,True,None
SLM-001779,True,True,True,True,True,True,True,True,None
SLM-001790,True,True,True,False,True,True,True,False,None
SLM-001791,True,True,True,False,True,True,True,False,None
SLM-001795,True,True,True,True,True,True,True,True,None
SLM-001800,True,True,True,True,True,True,True,True,None
SLM-001809,True,True,True,False,True,True,True,False,None
SLM-001825,True,True,True,True,True,True,True,True,None
SLM-001837,True,True,True,True,True,True,True,True,None
SLM-001849,True,True,True,True,True,True,True,True,None
SLM-001850,True,True,True,True,True,True,True,True,None
SLM-001855,True,True,True,False,True,True,True,False,None
SLM-001858,True,True,True,False,True,True,True,False,None
SLM-001864,True,True,True,False,True,True,True,False,None
SLM-001867,True,True,True,False,True,True,True,False,None
SLM-001872,True,True,True,False,True,True,True,False,None
SLM-001879,True,True,True,False,True,True,True,False,None
SLM-001881,True,True,True,False,True,True,True,False,None
SLM-001882,True,True,True,True,True,True,True,True,None
SLM-001889,True,True,True,True,True,True,True,True,None
SLM-001894,True,True,True,False,True,True,True,False,None
SLM-001909,True,True,True,True,True,True,True,True,None
SLM-001921,True,True,True,True,True,True,True,True,None
SLM-001936,True,True,True,False,True,True,True,False,None
SLM-001955,True,True,True,True,True,True,True,True,None
SLM-001968,True,True,True,False,True,True,True,False,None
SLM-001971,True,True,True,False,True,True,True,False,None
SLM-001989,True,True,True,False,True,True,True,False,None
SLM-002004,True,True,True,False,True,True,True,False,None
SLM-002006,True,True,True,True,True,True,True,True,None
SLM-002013,True,True,True,False,True,True,True,False,None
SLM-002014,True,True,True,False,True,True,True,False,None
SLM-002017,True,True,True,False,True,True,True,False,None
SLM-002018,True,True,True,False,True,True,True,False,None
SLM-002023,True,True,True,False,True,True,True,False,None
SLM-002026,True,True,True,False,True,True,True,False,None
SLM-002027,True,True,True,False,True,True,True,False,None
SLM-002032,True,True,True,True,True,True,True,True,None
SLM-002034,True,True,True,False,True,True,True,False,None
SLM-002037,True,True,True,False,True,True,True,False,None
SLM-002040,True,True,True,False,True,True,True,False,None
SLM-002050,True,True,True,True,True,True,True,True,None
SLM-002071,True,True,True,False,True,True,True,False,None
SLM-002077,True,True,True,True,True,True,True,True,None
SLM-002082,True,True,True,False,True,True,True,False,None
SLM-002085,True,True,True,False,True,True,True,False,None
SLM-002093,True,True,True,True,True,True,True,True,None
SLM-002098,True,True,True,False,True,True,True,False,None
SLM-002101,True,True,True,False,True,True,True,False,None
SLM-002106,True,True,True,True,True,True,True,True,None
SLM-002116,True,True,True,True,True,True,True,True,None
SLM-002131,True,True,True,False,True,True,True,False,None
SLM-002132,True,True,True,False,True,True,True,False,None
SLM-002141,True,True,True,False,True,True,True,False,None
SLM-002148,True,True,True,False,True,True,True,False,None
SLM-002153,True,True,True,False,True,True,True,False,None
SLM-002161,True,True,True,True,True,True,True,True,None
SLM-002170,True,True,True,False,True,True,True,False,None
SLM-002177,True,True,True,False,True,True,True,False,None
SLM-002186,True,True,True,False,True,True,True,False,None
SLM-002189,True,True,True,False,True,True,True,False,None
SLM-002209,True,True,True,True,True,True,True,True,None
SLM-002214,True,True,True,True,True,True,True,True,None
SLM-002216,True,True,True,False,True,True,True,False,None
SLM-002221,True,True,True,False,True,True,True,False,None
SLM-002230,True,True,True,False,True,True,True,False,None
SLM-002243,True,True,True,True,True,True,True,True,None
SLM-002260,True,True,True,False,True,True,True,False,None
SLM-002273,True,True,True,True,True,True,True,True,None
SLM-002275,True,True,True,False,True,True,True,False,None
SLM-002284,True,True,True,True,True,True,True,True,None
SLM-002285,True,True,True,False,True,True,True,False,None
SLM-002286,True,True,True,False,True,True,True,False,None
SLM-002302,True,True,True,False,True,True,True,False,None
SLM-002304,True,True,True,False,True,True,True,False,None
SLM-002310,True,True,True,False,True,True,True,False,None
SLM-002312,True,True,True,True,True,True,True,True,None
SLM-002334,True,True,True,False,True,True,True,False,None
SLM-002335,True,True,True,False,True,True,True,False,None
SLM-002338,True,True,True,False,True,True,True,False,None
SLM-002344,True,True,True,False,True,True,True,False,None
SLM-002345,True,True,True,True,True,True,True,True,None
SLM-002346,True,True,True,False,True,True,True,False,None
SLM-002347,True,True,True,False,True,True,True,False,None
SLM-002349,True,True,True,True,True,True,True,True,None
SLM-002350,True,True,True,False,True,True,True,False,None
SLM-002353,True,True,True,False,True,True,True,False,None
SLM-002360,True,True,True,False,True,True,True,False,None
SLM-002388,True,True,True,False,True,True,True,False,None
SLM-002391,True,True,True,True,True,True,True,True,None
SLM-002394,True,True,True,True,True,True,True,True,None
SLM-002399,True,True,True,False,True,True,True,False,None
SLM-002413,True,True,True,False,True,True,True,False,None
SLM-002431,True,True,True,False,True,True,True,False,None
SLM-002437,True,True,True,False,True,True,True,False,None
SLM-002447,True,True,True,True,True,True,True,True,None
SLM-002448,True,True,True,True,True,True,True,True,None
SLM-002449,True,True,True,False,True,True,True,False,None
SLM-002452,True,True,True,False,True,True,True,False,None
SLM-002473,True,True,True,False,True,True,True,False,None
SLM-002484,True,True,True,False,True,True,True,False,None
SLM-002491,True,True,True,False,True,True,True,False,None
SLM-002495,True,True,True,False,True,True,True,False,None
SLM-002502,True,True,True,False,True,True,True,False,None
SLM-002503,True,True,True,False,True,True,True,False,None
SLM-002514,True,True,True,False,True,True,True,False,None
SLM-002528,True,True,True,False,True,True,True,False,None
SLM-002534,True,True,True,True,True,True,True,True,None
SLM-002541,True,True,True,False,True,True,True,False,None
SLM-002544,True,True,True,False,True,True,True,False,None
SLM-002557,True,True,True,True,True,True,True,True,None
SLM-002559,True,True,True,False,True,True,True,False,None
SLM-002585,True,True,True,True,True,True,True,True,None
SLM-002589,True,True,True,False,True,True,True,False,None
SLM-002605,True,True,True,True,True,True,True,True,None
SLM-002618,True,True,True,True,True,True,True,True,None
SLM-002620,True,True,True,True,True,True,True,True,None
SLM-002626,True,True,True,False,True,True,True,False,None
SLM-002638,True,True,True,False,True,True,True,False,None
SLM-002654,True,True,True,False,True,True,True,False,None
SLM-002655,True,True,True,False,True,True,True,False,None
SLM-002660,True,True,True,False,True,True,True,False,None
SLM-002664,True,True,True,False,True,True,True,False,None
SLM-002669,True,True,True,False,True,True,True,False,None
SLM-002673,True,True,True,False,True,True,True,False,None
SLM-002677,True,True,True,False,True,True,True,False,None
SLM-002687,True,True,True,True,True,True,True,True,None
SLM-002688,True,True,True,False,True,True,True,False,None
SLM-002693,True,True,True,False,True,True,True,False,None
SLM-002700,True,True,True,False,True,True,True,False,None
SLM-002703,True,True,True,False,True,True,True,False,None
SLM-002705,True,True,True,True,True,True,True,True,None
SLM-002706,True,True,True,False,False,True,True,False,None
SLM-002712,True,True,True,False,True,True,True,False,None
SLM-002713,True,True,True,True,True,True,True,True,None
SLM-002716,True,True,True,False,True,True,True,False,None
SLM-002748,True,True,True,True,True,True,True,True,None
SLM-002756,True,True,True,False,True,True,True,False,None
SLM-002768,True,True,True,False,True,True,True,False,None
SLM-002771,True,True,True,False,True,True,True,False,None
SLM-002772,True,True,True,False,True,True,True,False,None
SLM-002775,True,True,True,True,True,True,True,True,None
SLM-002781,True,True,True,False,True,True,True,False,None
SLM-002787,True,True,True,True,True,True,True,True,None
SLM-002788,True,True,True,False,True,True,True,False,None
SLM-002790,True,True,True,False,True,True,True,False,None
SLM-002794,True,True,True,True,True,True,True,True,None
SLM-002795,True,True,True,False,True,True,True,False,None
SLM-002804,True,True,True,False,True,True,True,False,None
SLM-002810,True,True,True,True,True,True,True,True,None
SLM-002813,True,True,True,False,False,True,True,False,None
SLM-002823,True,True,True,False,True,True,True,False,None
SLM-002830,True,True,True,True,True,True,True,True,None
SLM-002834,True,True,True,False,True,True,True,False,None
SLM-002838,True,True,True,True,True,True,True,True,None
SLM-002844,True,True,True,False,True,True,True,False,None
SLM-002845,True,True,True,False,True,True,True,False,None
SLM-002847,True,True,True,False,True,True,True,False,None
SLM-002848,True,True,True,False,True,True,True,False,None
SLM-002855,True,True,True,True,True,True,True,True,None
SLM-002858,True,True,True,False,True,True,True,False,None
SLM-002861,True,True,True,False,True,True,True,False,None
SLM-002866,True,True,True,False,True,True,True,False,None
SLM-002867,True,True,True,True,True,True,True,True,None
SLM-002871,True,True,True,True,True,True,True,True,None
SLM-002881,True,True,True,False,True,True,True,False,None
SLM-002889,True,True,True,True,True,True,True,True,None
SLM-002893,True,True,True,False,True,True,True,False,None
SLM-002897,True,True,True,False,True,True,True,False,None
SLM-002907,True,True,True,False,True,True,True,False,None
SLM-002910,True,True,True,False,True,True,True,False,None
SLM-002917,True,True,True,False,True,True,True,False,None
SLM-002922,True,True,True,True,True,True,True,True,None
SLM-002925,True,True,True,False,True,True,True,False,None
SLM-002928,True,True,True,False,True,True,True,False,None
SLM-002933,True,True,True,False,True,True,True,False,None
SLM-002948,True,True,True,False,True,True,True,False,None
SLM-002949,True,True,True,False,True,True,True,False,None
SLM-002952,True,True,True,False,True,True,True,False,None
SLM-002958,True,True,True,False,True,True,True,False,None
SLM-002959,True,True,True,False,True,True,True,False,None
SLM-002968,True,True,True,True,True,True,True,True,None
SLM-002973,True,True,True,False,True,True,True,False,None
SLM-002976,True,True,True,False,True,True,True,False,None
SLM-002977,True,True,True,False,True,True,True,False,None
SLM-002978,True,True,True,False,True,True,True,False,None
SLM-002981,True,True,True,False,True,True,True,False,None
SLM-002985,True,True,True,False,True,True,True,False,None
SLM-002986,True,True,True,False,True,True,True,False,None
SLM-002988,True,True,True,False,True,True,True,False,None
SLM-002992,True,True,True,False,True,True,True,False,None
SLM-002995,True,True,True,False,True,True,True,False,None
SLM-002998,True,True,True,False,True,True,True,False,None
SLM-003007,True,True,True,False,True,True,True,False,None
SLM-003008,True,True,True,True,True,True,True,True,None
SLM-003010,True,True,True,False,True,True,True,False,None
SLM-003016,True,True,True,False,True,True,True,False,None
SLM-003028,True,True,True,False,True,True,True,False,None
SLM-003030,True,True,True,False,True,True,True,False,None
SLM-003035,True,True,True,True,True,True,True,True,None
SLM-003038,True,True,True,False,True,True,True,False,None
SLM-003047,True,True,True,False,True,True,True,False,None
SLM-003053,True,True,True,False,True,True,True,False,None
SLM-003057,True,True,True,False,True,True,True,False,None
SLM-003063,True,True,True,True,True,True,True,True,None
SLM-003070,True,True,True,False,True,True,True,False,None
SLM-003072,True,True,True,True,True,True,True,True,None
SLM-003077,True,True,True,False,True,True,True,False,None
SLM-003079,True,True,True,True,True,True,True,True,None
SLM-003082,True,True,True,True,True,True,True,True,None
SLM-003085,True,True,True,False,True,True,True,False,None
SLM-003095,True,True,True,False,True,True,True,False,None
SLM-003104,True,True,True,True,True,True,True,True,None
SLM-003115,True,True,True,True,True,True,True,True,None
SLM-003117,True,True,True,True,True,True,True,True,None
SLM-003134,True,True,True,False,True,True,True,False,None
SLM-003157,True,True,True,False,True,True,True,False,None
SLM-003168,True,True,True,False,True,True,True,False,None
SLM-003179,True,True,True,False,True,True,True,False,None
SLM-003180,True,True,True,True,True,True,True,True,None
SLM-003187,True,True,True,False,True,True,True,False,None
SLM-003188,True,True,True,False,True,True,True,False,None
SLM-003198,True,True,True,False,True,True,True,False,None
