timestamp,state,district,rainfall_mm
25-11-2025 15:00,Kerala,Alappuzha,13.44
12-10-2025 14:00,Bihar,Gaya,22.15
14-08-2025 21:00,Kerala,Kottayam,46.67
14-02-2025 12:00,Tamil Nadu,Chennai,19.75
26-02-2025 03:00,Odisha,Kendrapara,41.85
17-07-2025 19:00,Bihar,Darbhanga,13.99
08-09-2025 05:00,Tamil Nadu,Thanjavur,23.0
09-09-2025 15:00,Maharashtra,Mumbai,45.46
09-06-2025 01:00,West Bengal,Darjeeling,34.7
18-12-2025 22:00,Maharashtra,Nashik,36.98
08-08-2025 13:00,Tamil Nadu,Coimbatore,72.78
15-10-2025 09:00,Assam,Dhemaji,5.43
10-08-2025 05:00,Maharashtra,Mumbai,23.76
02-01-2025 07:00,Karnataka,Mysuru,9.09
25-08-2025 10:00,Uttar Pradesh,Gorakhpur,1.92
02-07-2025 18:00,Gujarat,Surat,62.36
02-01-2025 05:00,Maharashtra,Kolhapur,59.76
25-06-2025 02:00,Gujarat,Ahmedabad,65.07
09-11-2025 19:00,Odisha,Kendrapara,90.2
31-01-2025 15:00,Odisha,Puri,5.71
28-03-2025 03:00,Assam,Jorhat,54.49
05-01-2025 10:00,Karnataka,Kodagu,33.86
06-02-2026 20:00,Odisha,Cuttack,10.87
06-01-2026 14:00,Maharashtra,Kolhapur,59.14
01-12-2025 04:00,West Bengal,Murshidabad,88.0
04-04-2025 00:00,Kerala,Kozhikode,24.36
11-02-2025 09:00,Bihar,Muzaffarpur,50.09
28-01-2026 04:00,Assam,Dhemaji,3.36
22-10-2025 02:00,Uttar Pradesh,Gorakhpur,61.97
10-10-2025 21:00,Tamil Nadu,Tiruppur,21.68
16-01-2025 00:00,Maharashtra,Pune,17.82
13-01-2025 16:00,Karnataka,Udupi,77.22
20-04-2025 11:00,Maharashtra,Nagpur,48.61
09-01-2026 13:00,Karnataka,Mangaluru,52.55
08-07-2025 01:00,Karnataka,Udupi,27.67
04-09-2025 06:00,Bihar,Darbhanga,72.18
13-12-2025 09:00,Uttar Pradesh,Prayagraj,47.67
10-05-2025 04:00,Maharashtra,Nagpur,43.17
26-08-2025 15:00,Bihar,Darbhanga,21.61
12-06-2025 10:00,Kerala,Kottayam,29.62
15-08-2025 16:00,Gujarat,Surat,32.41
27-11-2025 10:00,Bihar,Bhagalpur,35.46
26-01-2025 21:00,West Bengal,Malda,89.63
29-10-2025 11:00,Assam,Jorhat,4.95
15-04-2025 02:00,Karnataka,Kodagu,71.01
30-01-2025 17:00,Bihar,Muzaffarpur,44.51
17-12-2025 03:00,West Bengal,Kolkata,33.05
29-04-2025 23:00,Bihar,Patna,40.96
27-06-2025 21:00,Tamil Nadu,Tiruppur,29.75
02-05-2025 04:00,Tamil Nadu,Madurai,61.24
03-12-2025 16:00,West Bengal,Darjeeling,38.85
08-07-2025 04:00,West Bengal,Howrah,47.77
22-02-2025 13:00,Uttar Pradesh,Varanasi,39.87
12-05-2025 16:00,Kerala,Kochi,16.41
10-02-2025 10:00,Gujarat,Bharuch,37.43
13-06-2025 00:00,Kerala,Kochi,70.37
05-08-2025 14:00,West Bengal,Howrah,53.65
04-01-2026 14:00,Kerala,Alappuzha,35.94
11-01-2025 19:00,Kerala,Alappuzha,15.88
07-06-2025 22:00,Uttar Pradesh,Kanpur,76.19
19-01-2026 10:00,Odisha,Balasore,18.75
21-01-2025 07:00,Karnataka,Mysuru,50.61
26-11-2025 11:00,Gujarat,Rajkot,21.13
22-01-2025 14:00,Karnataka,Mysuru,50.58
14-12-2025 14:00,Tamil Nadu,Thanjavur,29.53
13-01-2025 23:00,Kerala,Thrissur,29.62
15-05-2025 15:00,Odisha,Cuttack,58.0
27-11-2025 12:00,Assam,Dhemaji,25.49
07-11-2025 17:00,Kerala,Alappuzha,55.91
12-02-2026 15:00,Karnataka,Udupi,54.32
04-08-2025 23:00,Bihar,Darbhanga,91.17
03-12-2025 12:00,Bihar,Patna,59.23
28-09-2025 21:00,Bihar,Muzaffarpur,78.15
10-10-2025 22:00,Odisha,Bhubaneswar,51.89
20-11-2025 20:00,Maharashtra,Mumbai,54.27
25-04-2025 01:00,Kerala,Kochi,40.19
23-11-2025 17:00,Karnataka,Bengaluru,25.0
18-09-2025 21:00,Odisha,Balasore,20.01
08-12-2025 21:00,Uttar Pradesh,Gorakhpur,11.97
21-02-2025 23:00,Karnataka,Bengaluru,52.1
24-01-2026 23:00,Tamil Nadu,Chennai,18.82
24-06-2025 18:00,Tamil Nadu,Tiruppur,20.35
30-11-2025 08:00,Odisha,Balasore,52.44
04-11-2025 09:00,Assam,Dibrugarh,67.09
24-05-2025 02:00,Maharashtra,Mumbai,25.91
13-08-2025 05:00,Gujarat,Bharuch,23.34
09-02-2025 22:00,Maharashtra,Nagpur,18.12
18-01-2025 08:00,Gujarat,Bharuch,66.24
28-08-2025 05:00,Karnataka,Bengaluru,52.9
08-10-2025 07:00,Bihar,Muzaffarpur,71.33
02-07-2025 13:00,Tamil Nadu,Chennai,15.98
05-08-2025 12:00,West Bengal,Darjeeling,34.82
16-02-2025 08:00,Tamil Nadu,Thanjavur,5.92
23-04-2025 00:00,West Bengal,Kolkata,33.47
27-09-2025 16:00,Bihar,Patna,27.26
03-01-2026 11:00,Maharashtra,Mumbai,43.07
22-11-2025 07:00,Kerala,Kozhikode,22.83
23-05-2025 02:00,Maharashtra,Kolhapur,83.77
04-01-2025 08:00,Odisha,Kendrapara,82.44
12-07-2025 05:00,Tamil Nadu,Madurai,24.71
27-02-2025 05:00,Bihar,Darbhanga,72.49
04-03-2025 21:00,Gujarat,Bharuch,36.14
26-09-2025 10:00,Odisha,Kendrapara,15.66
08-05-2025 22:00,Assam,Jorhat,40.21
06-05-2025 15:00,Karnataka,Udupi,16.73
20-07-2025 22:00,Odisha,Bhubaneswar,88.69
22-11-2025 21:00,Bihar,Muzaffarpur,33.58
04-01-2025 20:00,Assam,Dibrugarh,47.35
28-01-2026 12:00,Tamil Nadu,Coimbatore,76.21
02-10-2025 23:00,Assam,Jorhat,47.26
05-07-2025 02:00,Odisha,Kendrapara,11.09
13-11-2025 17:00,Gujarat,Ahmedabad,62.77
09-06-2025 18:00,Maharashtra,Nagpur,40.16
09-02-2026 05:00,West Bengal,Darjeeling,55.73
30-06-2025 01:00,Kerala,Kozhikode,58.07
22-05-2025 09:00,Assam,Jorhat,46.79
17-07-2025 23:00,Kerala,Kottayam,19.3
29-10-2025 04:00,Karnataka,Udupi,10.92
18-01-2026 22:00,West Bengal,Malda,17.97
09-04-2025 08:00,Assam,Dibrugarh,99.02
17-02-2025 19:00,Kerala,Kozhikode,40.12
25-08-2025 01:00,Gujarat,Bharuch,45.5
03-12-2025 10:00,Assam,Dhemaji,38.07
25-07-2025 22:00,Gujarat,Bharuch,66.32
02-06-2025 14:00,Uttar Pradesh,Lucknow,39.82
07-03-2025 02:00,Assam,Guwahati,25.67
21-06-2025 08:00,Gujarat,Vadodara,82.8
13-01-2026 01:00,Odisha,Kendrapara,38.26
22-01-2026 11:00,Uttar Pradesh,Varanasi,67.4
22-12-2025 17:00,Gujarat,Rajkot,16.68
03-02-2025 02:00,Uttar Pradesh,Gorakhpur,79.34
01-09-2025 21:00,Odisha,Balasore,9.33
14-11-2025 10:00,Maharashtra,Kolhapur,66.07
08-03-2025 09:00,West Bengal,Malda,28.42
06-11-2025 01:00,West Bengal,Murshidabad,57.97
08-08-2025 10:00,West Bengal,Murshidabad,7.58
25-10-2025 18:00,Karnataka,Mysuru,54.16
04-01-2025 16:00,Bihar,Patna,37.78
29-12-2025 06:00,Tamil Nadu,Chennai,5.5
10-02-2026 11:00,Gujarat,Ahmedabad,23.13
29-01-2026 13:00,Karnataka,Udupi,89.35
09-10-2025 09:00,Tamil Nadu,Thanjavur,17.51
26-05-2025 21:00,West Bengal,Kolkata,27.56
04-04-2025 01:00,Bihar,Muzaffarpur,24.9
27-04-2025 18:00,Gujarat,Bharuch,17.22
04-07-2025 07:00,Kerala,Kozhikode,17.4
24-08-2025 22:00,Uttar Pradesh,Lucknow,59.96
26-10-2025 17:00,Maharashtra,Pune,77.22
14-12-2025 08:00,Gujarat,Bharuch,12.52
31-03-2025 11:00,Bihar,Gaya,38.76
29-11-2025 00:00,Assam,Guwahati,32.29
30-09-2025 22:00,Gujarat,Vadodara,25.8
15-11-2025 10:00,Gujarat,Rajkot,68.11
14-09-2025 19:00,Uttar Pradesh,Varanasi,41.3
04-03-2025 06:00,Karnataka,Kodagu,34.08
17-11-2025 15:00,Assam,Guwahati,34.6
23-10-2025 13:00,Uttar Pradesh,Gorakhpur,30.16
28-02-2025 16:00,Karnataka,Mysuru,18.73
06-10-2025 18:00,West Bengal,Kolkata,13.61
22-05-2025 16:00,Gujarat,Ahmedabad,16.86
05-01-2025 12:00,West Bengal,Kolkata,48.51
23-08-2025 19:00,Maharashtra,Nashik,12.23
20-12-2025 09:00,Kerala,Alappuzha,80.67
03-10-2025 03:00,Maharashtra,Kolhapur,18.37
15-02-2025 10:00,Kerala,Kottayam,49.87
20-08-2025 15:00,West Bengal,Howrah,25.01
28-01-2026 03:00,Kerala,Kochi,75.23
06-12-2025 06:00,Karnataka,Udupi,35.08
27-12-2025 23:00,Uttar Pradesh,Varanasi,37.2
02-10-2025 19:00,Assam,Barpeta,72.0
26-01-2025 23:00,Uttar Pradesh,Varanasi,41.19
14-10-2025 06:00,Uttar Pradesh,Varanasi,15.55
20-07-2025 13:00,Tamil Nadu,Thanjavur,17.77
01-10-2025 00:00,West Bengal,Murshidabad,31.26
10-11-2025 17:00,Karnataka,Bengaluru,26.83
30-08-2025 11:00,Odisha,Kendrapara,36.32
06-11-2025 20:00,Kerala,Kottayam,50.55
25-06-2025 17:00,Odisha,Kendrapara,49.35
05-09-2025 12:00,Kerala,Thrissur,18.66
21-12-2025 04:00,Gujarat,Vadodara,20.71
25-09-2025 20:00,Gujarat,Surat,7.56
12-10-2025 10:00,Karnataka,Bengaluru,104.02124999999998
22-06-2025 02:00,Gujarat,Rajkot,32.17
22-11-2025 01:00,Kerala,Alappuzha,37.7
20-11-2025 01:00,Maharashtra,Nagpur,22.82
16-07-2025 17:00,Uttar Pradesh,Varanasi,12.7
10-03-2025 18:00,West Bengal,Darjeeling,30.32
22-06-2025 12:00,Tamil Nadu,Thanjavur,27.3
09-03-2025 09:00,Tamil Nadu,Coimbatore,12.3
26-03-2025 13:00,Assam,Dhemaji,15.41
21-12-2025 21:00,Assam,Dhemaji,56.23
10-07-2025 15:00,West Bengal,Darjeeling,18.27
16-06-2025 08:00,Bihar,Patna,5.65
04-11-2025 08:00,Gujarat,Vadodara,10.11
14-09-2025 05:00,Uttar Pradesh,Prayagraj,26.47
24-07-2025 12:00,Maharashtra,Mumbai,36.44
29-07-2025 10:00,Uttar Pradesh,Gorakhpur,22.93
11-12-2025 04:00,Assam,Dhemaji,32.38
17-07-2025 03:00,Gujarat,Surat,34.98
11-11-2025 12:00,Uttar Pradesh,Gorakhpur,38.42
05-12-2025 22:00,Assam,Guwahati,104.02124999999998
08-03-2025 22:00,West Bengal,Darjeeling,104.02124999999998
18-07-2025 21:00,Bihar,Muzaffarpur,41.85
04-12-2025 21:00,West Bengal,Howrah,50.55
17-10-2025 15:00,Karnataka,Mangaluru,28.52
08-09-2025 04:00,Kerala,Kochi,58.79
19-11-2025 00:00,Bihar,Patna,5.59
28-05-2025 13:00,Kerala,Kozhikode,37.17
17-01-2025 04:00,Assam,Dibrugarh,48.27
16-03-2025 18:00,Kerala,Kochi,103.18
30-12-2025 19:00,Uttar Pradesh,Varanasi,62.2
24-07-2025 23:00,Maharashtra,Nagpur,49.03
19-08-2025 17:00,Bihar,Muzaffarpur,47.62
11-06-2025 08:00,Gujarat,Rajkot,44.95
05-01-2026 12:00,Gujarat,Bharuch,57.03
04-04-2025 22:00,Assam,Jorhat,14.09
23-05-2025 04:00,Gujarat,Surat,39.62
16-08-2025 11:00,Bihar,Gaya,50.28
26-07-2025 11:00,West Bengal,Murshidabad,16.71
05-11-2025 04:00,Kerala,Alappuzha,19.98
14-08-2025 14:00,Kerala,Kottayam,35.83
05-11-2025 07:00,Kerala,Thrissur,31.58
05-11-2025 22:00,Gujarat,Rajkot,15.19
15-01-2026 04:00,Bihar,Gaya,42.29
22-07-2025 03:00,Kerala,Kochi,13.81
26-03-2025 09:00,Maharashtra,Pune,41.23
19-04-2025 23:00,Bihar,Muzaffarpur,35.73
04-11-2025 20:00,Assam,Dibrugarh,88.76
02-05-2025 22:00,Bihar,Darbhanga,11.67
16-02-2025 17:00,Assam,Guwahati,75.04
02-05-2025 06:00,Maharashtra,Nashik,85.07
06-12-2025 10:00,Karnataka,Mysuru,19.19
04-11-2025 15:00,Tamil Nadu,Thanjavur,23.58
26-05-2025 02:00,Tamil Nadu,Madurai,39.55
03-02-2025 03:00,Odisha,Puri,14.24
07-03-2025 15:00,Tamil Nadu,Thanjavur,70.79
15-09-2025 08:00,Tamil Nadu,Tiruppur,44.57
19-09-2025 02:00,West Bengal,Howrah,44.95
13-04-2025 10:00,Gujarat,Surat,30.06
19-05-2025 00:00,Karnataka,Mysuru,6.33
22-02-2025 05:00,Gujarat,Bharuch,26.35
12-10-2025 18:00,Odisha,Puri,77.42
02-01-2026 10:00,Tamil Nadu,Tiruppur,32.56
09-06-2025 21:00,Odisha,Kendrapara,31.81
03-07-2025 06:00,Odisha,Puri,15.71
30-05-2025 19:00,Maharashtra,Nagpur,56.88
03-10-2025 21:00,Gujarat,Bharuch,68.76
16-12-2025 06:00,Tamil Nadu,Chennai,32.03
30-03-2025 12:00,Kerala,Thrissur,12.19
15-05-2025 22:00,Bihar,Patna,7.86
14-08-2025 03:00,Odisha,Cuttack,19.16
07-09-2025 22:00,Bihar,Bhagalpur,60.68
05-09-2025 10:00,Karnataka,Udupi,43.28
27-03-2025 05:00,Karnataka,Mysuru,37.58
07-03-2025 18:00,Uttar Pradesh,Prayagraj,104.02124999999998
01-01-2025 14:00,West Bengal,Murshidabad,16.07
22-04-2025 09:00,Kerala,Kottayam,40.92
20-10-2025 08:00,West Bengal,Darjeeling,47.46
30-12-2025 08:00,Gujarat,Ahmedabad,49.09
04-01-2026 17:00,Maharashtra,Nashik,24.49
20-07-2025 12:00,West Bengal,Howrah,35.44
15-02-2025 04:00,Bihar,Patna,15.97
27-07-2025 15:00,Tamil Nadu,Thanjavur,34.24
26-10-2025 03:00,Gujarat,Rajkot,41.38
01-05-2025 04:00,Bihar,Gaya,52.74
14-01-2025 21:00,Odisha,Kendrapara,44.4
28-10-2025 04:00,Assam,Guwahati,93.75
01-07-2025 23:00,Kerala,Thrissur,22.6
09-05-2025 07:00,Tamil Nadu,Tiruppur,31.85
28-10-2025 03:00,Kerala,Alappuzha,21.32
17-02-2026 21:00,Odisha,Bhubaneswar,13.77
05-01-2026 08:00,Tamil Nadu,Thanjavur,28.85
11-01-2025 23:00,Karnataka,Bengaluru,31.63
30-06-2025 17:00,Tamil Nadu,Madurai,44.49
06-01-2026 15:00,Kerala,Kozhikode,30.92
18-12-2025 23:00,Uttar Pradesh,Kanpur,25.13
03-09-2025 23:00,West Bengal,Malda,9.35
04-03-2025 10:00,Kerala,Alappuzha,73.28
24-06-2025 14:00,Maharashtra,Nashik,4.9
08-11-2025 21:00,Tamil Nadu,Chennai,32.11
06-02-2026 19:00,Tamil Nadu,Coimbatore,29.46
13-12-2025 06:00,Odisha,Balasore,58.91
13-11-2025 06:00,Tamil Nadu,Chennai,20.4
21-01-2025 20:00,Uttar Pradesh,Kanpur,7.89
17-01-2026 11:00,Tamil Nadu,Tiruppur,68.01
28-01-2026 06:00,Uttar Pradesh,Lucknow,23.43
09-05-2025 23:00,Gujarat,Bharuch,5.69
12-07-2025 23:00,Karnataka,Mysuru,27.56
16-01-2025 07:00,Assam,Dhemaji,21.23
19-06-2025 02:00,Uttar Pradesh,Kanpur,13.34
07-12-2025 14:00,Uttar Pradesh,Kanpur,24.72
12-07-2025 22:00,Tamil Nadu,Madurai,19.42
10-09-2025 22:00,Kerala,Thrissur,42.89
22-04-2025 00:00,Assam,Barpeta,47.24
12-02-2025 18:00,Tamil Nadu,Madurai,15.16
04-09-2025 04:00,Tamil Nadu,Thanjavur,100.9
30-07-2025 10:00,Odisha,Puri,34.67
21-09-2025 16:00,Assam,Barpeta,90.47
10-02-2026 13:00,Maharashtra,Pune,26.73
12-03-2025 11:00,Maharashtra,Kolhapur,28.83
29-01-2025 01:00,Uttar Pradesh,Gorakhpur,16.59
21-08-2025 04:00,Uttar Pradesh,Varanasi,104.02124999999998
29-08-2025 06:00,Odisha,Bhubaneswar,57.63
03-08-2025 20:00,Maharashtra,Nashik,57.73
31-01-2025 13:00,Uttar Pradesh,Kanpur,26.35
27-05-2025 22:00,Kerala,Alappuzha,21.17
24-01-2025 16:00,Odisha,Kendrapara,57.35
18-01-2026 19:00,Bihar,Patna,74.01
02-05-2025 18:00,Assam,Barpeta,25.5
26-11-2025 15:00,Odisha,Puri,25.24
06-03-2025 22:00,Kerala,Kozhikode,31.13
05-01-2025 05:00,Tamil Nadu,Madurai,12.9
06-05-2025 07:00,Karnataka,Mangaluru,74.89
28-10-2025 01:00,Kerala,Alappuzha,23.89
13-01-2025 15:00,Assam,Dhemaji,37.94
04-01-2025 04:00,Uttar Pradesh,Lucknow,15.08
09-10-2025 10:00,Gujarat,Surat,25.62
26-12-2025 13:00,Karnataka,Mangaluru,62.91
20-02-2025 08:00,Uttar Pradesh,Varanasi,16.38
19-11-2025 14:00,Odisha,Bhubaneswar,47.11
09-12-2025 06:00,Odisha,Puri,57.91
08-01-2026 16:00,Tamil Nadu,Coimbatore,104.02124999999998
17-12-2025 13:00,Gujarat,Rajkot,20.65
15-03-2025 23:00,Uttar Pradesh,Lucknow,7.7
25-05-2025 17:00,Gujarat,Surat,24.4
21-01-2025 03:00,Uttar Pradesh,Varanasi,34.87
02-04-2025 05:00,Odisha,Bhubaneswar,22.21
15-01-2025 10:00,Karnataka,Mangaluru,53.33
17-08-2025 09:00,Tamil Nadu,Madurai,16.93
15-12-2025 09:00,Uttar Pradesh,Gorakhpur,23.12
03-03-2025 08:00,Assam,Jorhat,10.15
01-08-2025 12:00,West Bengal,Murshidabad,52.27
09-10-2025 21:00,Odisha,Puri,20.8
29-12-2025 18:00,Maharashtra,Mumbai,23.65
25-07-2025 09:00,Uttar Pradesh,Varanasi,25.65
21-09-2025 17:00,Kerala,Kozhikode,25.25
19-04-2025 17:00,Kerala,Alappuzha,18.66
01-01-2025 03:00,Assam,Jorhat,26.25
03-04-2025 05:00,Assam,Guwahati,26.49
21-07-2025 03:00,Gujarat,Bharuch,72.75
05-02-2025 16:00,Bihar,Bhagalpur,53.53
18-10-2025 17:00,Odisha,Puri,28.04
03-09-2025 05:00,Assam,Dhemaji,8.55
27-01-2025 00:00,Tamil Nadu,Chennai,27.45
13-01-2025 02:00,Assam,Guwahati,61.5
26-03-2025 02:00,Karnataka,Mysuru,19.3
28-01-2025 20:00,Gujarat,Vadodara,13.58
07-01-2026 17:00,Uttar Pradesh,Gorakhpur,12.46
11-12-2025 08:00,Odisha,Bhubaneswar,24.09
09-02-2026 00:00,Tamil Nadu,Tiruppur,15.02
09-03-2025 23:00,Tamil Nadu,Thanjavur,36.55
04-08-2025 10:00,Karnataka,Mysuru,14.83
28-10-2025 05:00,Maharashtra,Mumbai,11.78
16-04-2025 02:00,Maharashtra,Kolhapur,99.63
03-04-2025 07:00,Kerala,Kozhikode,33.22
18-10-2025 08:00,Odisha,Bhubaneswar,31.62
28-09-2025 16:00,West Bengal,Howrah,13.74
16-09-2025 21:00,Maharashtra,Mumbai,20.23
21-10-2025 00:00,Bihar,Darbhanga,55.32
06-11-2025 04:00,Odisha,Puri,13.75
16-02-2025 03:00,Odisha,Bhubaneswar,28.64
19-01-2025 18:00,Assam,Jorhat,40.56
